,id,tid,content,liketimes,updated_at
42,156241,48594,EV前脸比DMi前脸好看,0,2022-04-10
43,155527,48594,现款的配置基本上能满足我的需求了，可惜不是SUV。唐赶紧发布吧,0,2022-04-07
44,155468,48594,千山翠感觉不错 但是汉的中文内饰感觉怎么都get到我 从几年前的最初的汉到现在虽然改款升级不少,0,2022-04-07
45,155398,48594,祖传的625？670？,0,2022-04-07
46,155355,48594,外观比老款改进太多，颜值在线，准备充值,0,2022-04-07
47,155240,48594,价格呢？,0,2022-04-07
48,155227,48594,Disus 智能电控主动悬架到底是什么？可否展开说说。,0,2022-04-07
49,155216,48594,拳打智己，脚踏蔚来——双7下跪！,0,2022-04-06
50,159668,48571,没有快充口，第三排放倒不是平的。,0,2022-04-19
51,159142,48571,🐮🍺,1,2022-04-18
52,158244,48571,对比一下DMi ,0,2022-04-15
53,156966,48571,这个前脸和侧边怎么有点子像7系啊,0,2022-04-13
54,156764,48571,要颜值有颜值，要空间有空间，要配置有配置，真心不错👍！不愧是传统车企东风背书的高端新能源品牌.,0,2022-04-12
55,156693,48571,因为电池的原因，把尺寸做成这样，说到底还是妥协于目前的补能配套环境了。,0,2022-04-13
56,156642,48571,国货新标杆，能打,0,2022-04-12
57,156596,48571,{:牛:}国产终于来了个能打的！,2,2022-04-12
58,156377,48571,增程版没有快充口，这是最大的败笔，一旦长途旅行，就只能当1.5T的汽油车用！现在高速上的充电桩几乎都是快充，梦想家根本无法补电，而 几十公里电耗完后，只能靠可怜的1.5T汽油机带动庞大的车辆，性能和驾驶体验都会大大下降！,2,2022-04-13
59,156324,48571,"这哥们文字功底和语言表达水平有限
",0,2022-04-11
60,156221,48400,看起来真漂亮。,0,2022-04-10
61,156139,48400,cltc还是nedc？超过一百度的电池了,0,2022-04-10
62,155982,48400,腾势X的嘴没有了、然后腾势也没有了,0,2022-04-09
63,155931,48400,前脸设计有点，开倒车。 没有原来的霸气,0,2022-04-09
64,154336,48400,这车实际续航400+出头，都2022了不应该拿NEDC作为标准了，应该拿WLTP,0,2022-04-03
65,154181,48400,我还是选择理想,0,2022-04-02
66,154151,48400,就这？完全看不出有啥竞争力。丑陋的前脸，平庸的内饰，low的车机和底盘。唐DM这么经典的车型，一直得不到比亚迪重视，这些可都是比亚迪冲击高端的基础，结果就这，把车主当傻子?,0,2022-04-02
67,153908,48400,内饰色彩搭配 还是low了点,0,2022-04-02
68,153790,48400,三连杆的悬架还卖三十多万？地球上也就比亚迪这家车企能做得出来这种事了，还是卖给国人。真讽刺！同意点赞！,5,2022-04-02
69,153773,48400,油改电、连提都不敢提的车机芯片、逆向垃圾底盘、祖传开船操控、超小尺寸HUD，这车卖30万起？,5,2022-04-03
70,153276,48297,我们将会在4月6号于评论区随机抽取一名幸运儿获得“零跑C11车模”！,3,2022-04-01
71,156085,48297,手势操作没有ota的老版本也可以，我是自己琢磨的{:大笑:},0,2022-04-10
72,155096,48297,"辅助驾驶功能开启和退出的系统提示音，能按需选择关闭吗？
不然，好不容易千万调音的一曲歌，可能要被打断成三节棍甚至九节鞭……
一路难受……",0,2022-04-05
73,155025,48297,我刚刚拿耳机听了下升级前后的对比，感觉升级后好像更浑厚了。但是你录制的两段音频初始音量不一致影响判断。而且如果真的对比，还是得现场体验才好。,0,2022-04-05
74,154798,48297,路上也能看到c11了,0,2022-04-04
75,154533,48297,动能回收的力度是不是变强了？车道居中有没有调整？一键息屏为什么不能只熄灭右边两个？后视镜倒车下翻不能恢复的情况修复了吗？,0,2022-04-04
76,154468,48297,下次OTA应该就会有哨兵模式卡,0,2022-04-03
77,154376,48297,本次升级车友们给予了厚望，提升是有，但是不明显。一是例如过度宣传“千万级调音”，喇叭硬件没有改进，软件再怎么调，上限不会太高。二是辅助驾驶增加了后方预警、窄道辅助、开门预警等，雷达使用不够灵敏，有所延迟，也可以说视觉摄像头仍然有较大优化空间。三是启用LCC，部分时候还会急刹车，这个痛点从交车都未很好解决，希望下一次OTA升级时能够解决。四是软件收费问题确实不应该，不是说车主们出不起那20元，现在代码和软件开放情况下，苹果都不收费了，安卓还搞收费？五是休息模式和守护模式很好用，特别是OTA的时候或露营的时候，带上一键息屏而又不用停止车辆。,0,2022-04-04
78,154308,48297,我要车模车模车模,0,2022-04-03
79,154250,48297,我想要银色车模{:捂脸:}{:捂脸:},0,2022-04-03
80,147042,47510,"3月21日于评论区随机抽取五名用户各送出“新出行国风香薰”各一份。
                                             抽取两名用户各送出大奖“乐橙摄像头”",1,2022-03-18
81,150506,47510,test,1,2022-03-25
82,148609,47510,很不喜欢c11屏幕设计，三个屏幕不在一个平面上，感觉不舒服。希望c01不要沿用这种设计。,1,2022-03-21
83,147744,47510,您说c01的贯穿灯能不能改装到c11上呢？,0,2022-03-19
84,147693,47510,c01就是保时捷911 五门版 ,0,2022-03-19
85,147672,47510,C11已经涨价了，01应该比11贵至少一万起,0,2022-03-19
86,147658,47510,从实车车头来看，是拍扁的C11，而又多了贯穿式日行灯，整体车头还是很飒的~！,0,2022-03-19
87,147547,47510,希望可以多一些选装项目 比如hud,0,2022-03-19
88,147311,47510,谍照看起来内饰和C11几乎没差别啊，这个这个……{:呆滞:},0,2022-03-19
89,147298,47510,我是零跑C11车主，希望再做C01车主，支持零跑！,0,2022-03-19
90,157701,47483,这……比亚迪的辅助驾驶就够差了，怎么极氪连比亚迪都不如{:迷惑:},0,2022-04-14
91,156222,47483,感谢楼主分享。,0,2022-04-10
92,154873,47483,"上滑才能调节感觉是以后功能预留的.之后其他辅助功能出来就是左滑调节另一个,右滑下滑调节另外的",0,2022-04-04
93,150263,47483,车子不错，喜欢开。,0,2022-03-25
94,149984,47483,极氪好弱啊，这真的是背靠吉利大山，用了五六年，国内外几百人团队研究出来，21年底才量产交付的纯电车该有的水准吗？,0,2022-03-24
95,149211,47483,2.0车机的能耗怎么样,0,2022-03-22
96,149169,47483,"我对极氪UI设计师非常失望，做的是啥玩意嘛？小气吧啦的。
就这样 ( /🚘 |  \）没眼看",0,2022-03-22
97,149033,47483,acc还值得测试下呢？,0,2022-03-22
98,148964,47483,很是期待这个月底我们大零跑的推送哦,0,2022-03-22
99,148951,47483,搞了半天就出了个这。{:敖丁生气:},0,2022-03-22
100,146909,47338,纯电怎么没消息了,0,2022-03-17
101,146844,47338,前悬麦弗逊？定位就高不了,0,2022-03-17
102,146604,47338,车机芯片是什么型号，升级了吗？,0,2022-03-17
103,146420,47338,车子还不错啊，省油又能跑,0,2022-03-16
104,146384,47338,我觉得，这次汉少改款比较成功，都能拿捏到用户需求。体系化能力逐步展现了！,0,2022-03-16
105,146295,47338,无线充电不是50w吗？怎么变成了15w？,0,2022-03-16
106,146256,47338,对了 看了那么多静态评测只有新出行提到了220v车内电源 非常实用  新出行y y d s,0,2022-03-16
107,146238,47338,后排座椅能放平吗,0,2022-03-16
108,146210,47338,为什么觉得老款好看呢{:眯眼看:},0,2022-03-16
109,146181,47338,话说DM-p连跑300km之后，会不会没一点电，这个时候就成燃油车了？,0,2022-03-17
110,149258,47303,后排脚依然伸不到前排座椅底下吧,0,2022-03-23
111,146146,47303,比亚迪和长城，车就是车，为什么要叫驱逐舰，汽车就是汽车，为什么叫坦克,0,2022-03-16
112,145772,47303,一直觉得这个前脸更好看一些,1,2022-03-15
113,145699,47303,各方面都跟秦差不多，外观、内饰、配置、动力，续航，搞不懂,1,2022-03-15
114,145540,47303,永远不会有纯电独家的时代，未来汽车的驱动形态一定是纯电，混动，燃油共存的时代。,1,2022-03-15
115,145517,47303,宋plus的海洋网版是什么？,0,2022-03-18
116,145244,46922,{:偷看:},0,2022-03-14
117,144889,46922,看到界面UI就撒哟啦啦了,1,2022-03-14
118,144454,46922,德国人就是搞不明白应该怎么做人机交互,0,2022-03-14
119,144323,46922,屏幕素质比理想ONE副驾娱乐屏是好的，但交互还是不行啊。另外理想L9一出，就没啥可比性了。,0,2022-03-14
120,144289,46922,就这，也好意思卖130W的单电机，买回去不怕被人嘲笑？,0,2022-03-14
121,143997,46922,被新势力吊打，真是吊打,0,2022-03-14
122,143957,46922,审美在变，变回去了,1,2022-03-14
123,143926,46922,车机交互这一块，审美仿佛梦回10年前，国产简直可以吊打之,2,2022-03-14
124,143911,46922,电车就真没什么必要去买BBA了，看国内的新势力和比亚迪就够了,1,2022-03-16
125,143884,46922,汽车电子这一块，德企在燃油车时代就很弱，日企也不行。中企绝对可以弯道超车，这次理想L9的五屏一体，还有问界M5的鸿蒙座舱都是给你眼前一亮的东西，这才是未来3～5年的刚需。看好理想汽车，华为汽车！,1,2022-03-14
126,155933,46763,内饰特别是空调那部分，一看就是设计不起了，也没钱开模了，找了现成的按键拼出来的，感觉我10年前的高尔夫也比这个好看,0,2022-04-09
127,155932,46763,没有任何亮点啊，为啥我不买小鹏p5,0,2022-04-09
128,145487,46763,看见58度电池，就没兴趣,0,2022-03-15
129,144056,46763,在这么多新能源汽车里面，有得选择哦,0,2022-03-11
130,144054,46763,紧跟国家步伐,0,2022-03-11
131,144037,46763,资本大佬看中的新能源，宁可投错不可放过，有看头,0,2022-03-11
132,144035,46763,定位准确,0,2022-03-11
133,144025,46763,必须要承认，我们国产车的制造技术已经变得这么厉害这么领先了,0,2022-03-11
134,144023,46763,以后出门再也不用担心跑到一半没电了，电量不要打折就好,0,2022-03-11
135,144013,46763,还是新能源好，现在油价要上天了,0,2022-03-11
136,142465,46679,预祝NT2.0 平台的全新起航～欢迎大家评论区留言讨论与我们一起共创～润子将随机抽三名网友，各送50京东卡一张！3.11号公布{:加电:}{:加电:}{:加电:}{:加电:}{:快冲:},2,2022-03-08
137,143725,46679,不愧是让我下载新出行的原因之人{:眯眼看:}{:眯眼看:}{:眯眼看:},0,2022-03-10
138,143611,46679,et7除了贵，没毛病,0,2022-03-10
139,143259,46679,图片也太美了吧,0,2022-03-10
140,143131,46679,仔仔细细看完，很细致，很冲动，就恨钱包不给力,0,2022-03-09
141,143017,46679,太用心了，飞机nb！{:大哭:},0,2022-03-09
142,143016,46679,从细节上把新车型的特点描述的淋漓尽致，对比也是比较客观公正的，点赞,0,2022-03-09
143,142992,46679,"大制作大制作~
",0,2022-03-09
144,142870,46679,来哦一个,0,2022-03-09
145,142809,46679,路躁和轮胎的选择关系很大吧，这几辆车都是用的什么轮胎呀？应该说的再详细一点,0,2022-03-09
146,139929,46475,"满意，长续航和低温环境都经过验证了，我担心的点都解决了
",4,2022-03-02
147,139908,46475,力挺星越L混动，国人骄傲，打破混动专用发动机日系，德系垄断的局面,5,2022-03-02
148,139905,46475,雷神动力相当于在动力、油耗、智能上都实现了全球领先，我挺吉利,6,2022-03-02
149,139628,46475,吉利后面会出四缸的混动吗？,0,2022-03-03
150,139618,46475,期待动态试驾和前脸点亮效果,0,2022-03-01
151,139598,46475,极氪可是纯电车 尴尬了{:眯眼看:},0,2022-03-01
152,139586,46475,极氪？,0,2022-03-01
153,139527,46475,有直驱的三缸还算了吧，又不是插混{:捂脸:},1,2022-03-01
154,139501,46475,"星越L混动三档的变速，是纯电＋纯油+并联三档，智能应对各种路况，做出最省油的选择。
",6,2022-03-02
155,139499,46475,1300公里超长续航公开赛，雷神动力王者实至名归！,5,2022-03-01
156,139048,46397,扫码回复「智己L7」，即可加入新出行-智己L7交流群，与专业编辑、全国车友在线交流。,0,2022-02-28
157,140019,46397,真正上市之后希望可以看见更好的智己。,0,2022-03-02
158,139802,46397,车可能不错，但上来就把天使轮当冤大头，感觉这车企也没啥诚意，或许是下一个赛丽斯,0,2022-03-02
159,139435,46397,学极氪的套路。试车最好的方式就是一天内想买的车试驾完，身体会告诉自己答案。核心配置（卖点）是超感驾控，没有空气悬挂，又贵了5万。应当是土豪三厢轿车的买家会考虑，不是极氪的目标市场。,0,2022-03-01
160,139416,46397,"总算有动态体验报告了！
想问问，这个车子适合女性车主嘛？我就是看她好看，但是尺寸有点大，怕开起来不方便，所以一直犹豫来着。跟着APP的人来到了这里……问问专业人士。",1,2022-03-02
161,139305,46397,这么大的车把驾控作为卖点，产品经理是得了脑血栓吗？,3,2022-03-01
162,139295,46397,比极氪咋样 好早就看这个车了,0,2022-03-01
163,139191,46397,再问，高速车躁如何，静音如何{:大笑:},0,2022-03-01
164,139177,46397,😊敢买都是英雄,1,2022-03-01
165,139106,46397,又是布雷博卡钳，估计交付后通病就是雨天刹车尖叫,0,2022-03-01
166,139773,46258,扫码回复「自游家」，即可加入新出行-自游家交流群！,1,2022-03-01
167,155934,46258,竖屏就是个错误的选择,0,2022-04-09
168,139820,46258,额。。。就。。。丑萌丑萌的,0,2022-03-02
169,139664,46258,外观我喜欢！现在车子真得越来越好了,0,2022-03-01
170,139456,46258,问界M5还是小了点，真正的三国杀是理想ONE，岚图FREE，自游家NV。,0,2022-03-08
171,138968,46258,建议往轻越野开发跟市面上的增程车形成差异，比如加前后锁轻松上成佛坡{:眯眼看:}至少也加个后锁。,0,2022-02-28
172,138963,46258,有高速领航辅助么，,0,2022-02-28
173,138921,46258,外观很中庸，定价偏高，电车客户明显比较年轻化，这样的外观设计应该会损失一部分客户。,0,2022-02-28
174,138919,46258,自游家好快，小白老师好猛！,1,2022-02-28
175,138895,46258,会不会有股皮尺味? 唉都看见理想卖的好上来五座都报30来万{:捂脸:},0,2022-02-28
176,155935,46244,有没有睡眠空间模式？,0,2022-04-09
177,139309,46244,现在就看价格了,0,2022-02-28
178,138728,46244,那个喊了好几年ctc技术的品牌呢,0,2022-02-27
179,138629,46244,希望交付时，驾驶辅助功能能完全开放，而不是要继续等OTA,1,2022-02-27
180,138467,46244,看c11都是各种配件损坏导致故障，c01还是同样的供应商或者品控么？,1,2022-02-26
181,138342,46244,不错的开始 等待实车,0,2022-02-28
182,138319,46244,没激光雷达吗？,0,2022-02-26
183,138314,46244,零跑这个性价比是真的好。但是不可忽略的是本身的质量。所有的堆料，只有在好的质量前提下，才是真的有效堆料，才是真的有性价比。,1,2022-02-26
184,138307,46244,"76.8度也可以加四驱，学极客001,好卖的",0,2022-02-26
185,138302,46244,性价比之王阿,0,2022-02-26
186,138871,46032,期待继续优化，等到我们装完雷达应该就很不错了,0,2022-02-28
187,138852,46032,只有P5吗？P7也可以吗？,1,2022-02-28
188,138851,46032,已经更新了，这次惊喜很多，只能说还没更新的赶紧去更新吧,1,2022-02-28
189,138850,46032,年后大礼包，这波更新诚意满满,1,2022-02-28
190,138849,46032,不知道这次OTA又有哪些惊喜呢,1,2022-02-28
191,138848,46032,哇，这个好消息我今天才知道,1,2022-02-28
192,138847,46032,功能跨楼层智能泊车，以后看来停车方面会方便很多,1,2022-02-28
193,138846,46032,听说激光雷达就要派上用场了，当初选激光雷达真是个正确的选择,1,2022-02-28
194,138026,46032,"增加沿途泊入是为了解决记忆车位被占问题，
增加路线分享是为了解决没有固定车位问题和充电桩在哪问题。
罗马城也要一块一块砖头的建立起来。",1,2022-02-25
195,137949,46032,咋样，亲测好用吗,0,2022-02-25
196,134933,45570,关于两车的更多消息将在群内公布，感兴趣的朋友欢迎加群～,2,2022-02-18
197,142212,45570,更喜欢C01，两辆车应该不是一个价位,0,2022-03-08
198,139312,45570,感觉还是c01比较号,0,2022-02-28
199,137268,45570,说实话，零跑C01无法担负品牌向上的重任，不过好在技术都在C11上验证了，成本应该不高，只能继续打性价比这张牌，冲冲销量（前提是第二工厂赶紧投产，不然光T03和C11的交付就能把零跑拖垮），给资本看吧！,1,2022-02-24
200,136313,45570,零跑那个小轿跑叫啥来着,0,2022-02-22
201,135790,45570,c01自动驾驶拉夸呀,0,2022-02-20
202,135506,45570,哪吒s价格不在这个区间么,0,2022-02-20
203,135443,45570,海豹这定价 快和m3一样了,0,2022-02-20
204,135391,45570,什么时候来个两门电动钢炮啊{:捂脸:},0,2022-02-18
205,135389,45570,C01车头长一点，好看一点,0,2022-02-20
206,134318,45478,评论有奖｜2月21日，于该视频评论区下随机抽取二名用户各送出“50元京东卡”一张,0,2022-02-16
207,139313,45478,最喜欢这种测评了,0,2022-02-28
208,136555,45478,理想油耗最低明显有问题，但是问题出在哪里？直到看到充电从18到97充了25.5度后，我才明白过来，理想藏了起码有10度电。大家看着油耗测试时电量是20左右好像没变动，其实理想在偷偷用藏了的电驱动车辆，这样油耗自然看起来小了。要想验证很容易，三辆车一起跑一千公里，这样理想藏那10度电影响就小了，这时候再看谁最省油。,1,2022-02-22
209,136326,45478,理想one综合还是厉害吧,0,2022-02-22
210,135736,45478,关于油耗测试，理想増程器功率低，不会反充电，反而会消耗电池电量，问界和蓝图的増程器功率高，反而会给电池充电，这一正一负差别就大了去了。,0,2022-02-20
211,135578,45478,"数据我认为是真实的。
理想41度电剩20%只充进了25度左右。实际还剩近40%的电，厂家藏电了，所以理想不是亏电测试油耗。问界和岚图是亏电状态测试。测试前提条件都不一样了，理想同学所谓的优化实际上是锁了电。
",2,2022-02-19
212,135510,45478,{:抽烟:}{:抽烟:}{:抽烟:},0,2022-02-19
213,135329,45478,"说好就是被充值，不好就是收了黑钱

那就别看，看了就忍住别回复

实在忍不了就自己找三台车来测试不就完了？真TMD又当又立",0,2022-02-18
214,135238,45478,因为理想藏电最多，所以表显的亏电实际并不是亏电状态，一方面逻辑上可以补足“亏电状态”的表现，另外可以避免第一批终身质保下电池的下滑，这个就是理想一直鸡贼的地方。,1,2022-02-18
215,135063,45478,还是理想的车空间大舒适,0,2022-02-18
216,151259,45466,其实门锁也一样。还是那种大铜钥匙的有派。什么指纹、人脸、虹膜都不靠谱！汽车也不如人力车或者马车甚至轿子。有了汽车以后，明显交通事故增多了。还有什么高铁飞机更无法接受。,0,2022-03-28
217,133771,45466,文章写🉐很好，车辆设计者该好好学习，我也觉得高合这电动门很鸡胁，汽车智能化带给用户的体验应该人车融合，如果仅仅为显示高端装逼用，就失去它的意议！,1,2022-02-14
218,133226,45466,我是高合车主，VIP座椅那个一键舒适调整在前排有人的情况下并不会将前排座椅强制调整，不知道你那个是不是试驾车的缘故。,0,2022-03-28
219,133207,45466,{:奸笑:}{:奸笑:}机氪的电吸门也很棒,0,2022-02-12
220,132870,45466,除了比较拉风，适合用来装以外，实用性意义不大。,0,2022-02-11
221,132818,45466,开门的一刹那焦点所在,0,2022-02-10
222,132682,45466,高合用力过猛,0,2022-02-10
223,126705,44633,1月24日，在该文章评论区下随机抽奖送出“真皮卡套”一份,1,2022-01-20
224,133776,44633,外观罗玉凤，内饰林志玲{:眯眼看:}{:眯眼看:},0,2022-02-14
225,130908,44633,mark    ,0,2022-02-06
226,129173,44633,百万底盘到底好在哪里,0,2022-01-28
227,127535,44633,比那个大个客观,1,2022-01-22
228,127330,44633,这不得继续冲一波{:眯眼看:}，这个车机真的是看得我流口水,0,2022-01-21
229,127314,44633,配置和赛力斯sf5 有啥区别,0,2022-01-21
230,127296,44633,冲冲冲,0,2022-01-21
231,127235,44633,看配置和系统，我觉得问界更有性价比，不知续航和能耗谁更有优势？{:加电:},0,2022-01-21
232,127180,44633,关于转向力度，我看了另外一个评测说两档可调呀,0,2022-01-21
233,131415,44481,21年6月还是7月大定之前的很有性价比，,0,2022-02-07
234,130909,44481,mark    ,0,2022-02-06
235,128267,44481,岚图比理想好多了,0,2022-01-25
236,128231,44481,空气悬架的滤震效果还是非常好的，随着OTA的升级车机内的娱乐系统也会更加好用,0,2022-01-25
237,128017,44481,我去感觉了一下，现在这版本是很不错了,0,2022-01-24
238,127948,44481,岚图不论是外观还是内饰都没什么毛病，尤其是它的选配，简直无敌，性价比拉满，还有终身免费充电，简直不要太香！,0,2022-01-24
239,127626,44481,试驾感受不错,0,2022-01-22
240,127622,44481,岚图作为东风旗下的一款高端新能源汽车、还是央企直接投资、还有终身质保、确实省心、不过萝卜青菜各有所爱还是的自己亲自去试驾体验下才行,0,2022-01-22
241,127607,44481,国产之光,1,2022-01-22
242,127601,44481,这个是不也要升级芯片了？,1,2022-01-22
243,160138,44449,颜值不错，做工精细，动力不错！后排是个鸡肋座椅偏短，不够舒适！高速燃油经济性如何不得而知。 从试驾操作以及视频看M5的语音控制识别还是不太理想，有时候反应迟钝或没有反应。不知道岚图free对比一下如何？,0,2022-04-20
244,135668,44449,评测已经相当客观，建议可以再对比下底盘和内饰用料，另外的确很多人反映问界5的音响也是碾压级的存在。问界5我觉得整体来说和one不是对标车型，毕竟尺寸摆在这，六座车需求的不大会去换成五座车。到问界7基本就完全碾压理想one了。,1,2022-02-20
245,135667,44449,我去！看了半天 一个五座车跟六座车比{:捂脸:},0,2022-02-20
246,134215,44449,"哈哈  写个文章被人喷，同情作者。

我猜问界销量短期内很难超过2000台/月（个人用户，不算租赁和自己卖给自己的）。
跟传统能源比，竞争对手太多了，随便一个中型SUV都比这个强。
跟新能源比，被model Y吊打。
买增程，增程的用户不在乎性能，更在乎尺寸，又输了。
",1,2022-02-16
247,130917,44449,"最近M5和理想掐架比较热闹…
作为一个旁观者说点…
理想除了底盘功力，其它方面已经耕耘的有一定的水平，考虑增程的消费者一般弱化动力需求…
M5相比理想优胜的是动力和车内智联，底盘较于理想不相上下，输在外型独创性（不能小看这一点）…
总结一下，M5的优势在增程车里没有很大的亮点，只是华为的亮点耀眼，不足以撼动理想的地位…

车要在机械素质的基础上，再谈智能，才是终极方向。
华为应该跟极氪浩瀚架构联盟（类似于极氪与百度合作），拥有国产车机械素质的天花板，加上车智联的天花板，再拥有一套个性化的汽车设计语言，就是完美组合…",0,2022-02-20
248,130910,44449,mark    ,0,2022-02-06
249,130597,44449,打赌，明年问界M5再改名，这次叫梅乾赤兔DSB5,0,2022-02-04
250,130595,44449,理想完胜。华为自己造车都不一定打的过理想，汽车之家阅车无数，比华为懂太多用户需求,1,2022-02-04
251,128555,44449,丹拿音响厉害,0,2022-01-26
252,127975,44449,性价比岚图高还是理想高,0,2022-01-24
253,125958,44250,还是,0,2022-01-19
254,124938,44250,12-15万   大麦,0,2022-01-16
255,124187,44250,mpv的灵魂是侧滑门不？,0,2022-01-14
256,124173,44250,内饰跟老车比，真是漂亮太多了,0,2022-01-14
257,123967,44250,定价多5000，车长4米8就好了。,0,2022-01-14
258,123867,44250,很想看下7座版本二三排完全放倒是不是全平的。比亚迪居然不展示7座版本什么样子的？营销真是拉垮。。。,1,2022-01-14
259,123864,44250,如果是侧滑门，是不是就抢大批的奥得赛客户了{:眯眼看:},1,2022-01-13
260,123861,44250,这座椅看起来感觉很舒服的样子，这车顶我一直以为是可拆卸的....,1,2022-01-13
261,123860,44250,迪厂小普瑞维亚{:奸笑:},1,2022-01-13
262,130911,44197,mark    ,0,2022-02-06
263,124909,44197,T03 败在了前脸设计,0,2022-01-15
264,124865,44197,8英寸全液晶仪表盘配图有误哦，这是低配的仪表盘图@伟健 ,0,2022-01-15
265,124347,44197,总觉得价格如果维持以往的还是很有竞争力的,0,2022-01-14
266,124141,44197,搜了下没有座椅加热和方向盘加热，在北方感觉还是挺需要的,0,2022-01-14
267,124122,44197,等车可太痛苦了，看到有的社交平台有人等了两个多月等不到了{:捂脸:},0,2022-01-14
268,124082,44197,这么看C11还是很激进啊，时速30也能开启车道保持,0,2022-01-14
269,124070,44197,轮毂样式有点普通,1,2022-01-14
270,124062,44197,顶配8.49也不错，所以我选C11,2,2022-01-14
271,124057,44197,感觉这车丑萌丑萌的{:捂脸:}里面空间不小，我在店里坐过,1,2022-01-14
272,130912,44183,mark    ,0,2022-02-06
