,targetId,userId,userName,cmtContent,time
18,2954605,56303,移公愚山,"看过实车，后排咱就不说了哈，25W以上的定价，确实比较安全。<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-03-14
19,2954589,470486,XCP陈家诚,当年开过T5，动力是真的猛，可惜现在都不卖了,2022-03-14
20,2954587,325912,啊啊啊水,价格呢,2022-03-14
21,2954574,301035,开拖拉机的奥巴马,不咋地,2022-03-14
22,2954571,81094,yyroma,保养反正 是第一梯队,2022-03-14
23,2954570,81094,yyroma,价格 级别不成正比,2022-03-14
24,2954565,329172,1470656150436,wowo 现在的问题是 内饰，自90系列出来，之后都没有革新一套内饰出来 差距一个世纪，,2022-03-14
25,2954547,453737,Qin2019,好看,2022-03-14
26,2954540,108530,小小小角色。,沃尔沃没味道啊兄弟，他们有钱人才不看什么参数，他们不想早死，就这么简单。,2022-03-14
27,2954537,457833,且歌且行,这个价都快买q5了，买这么个小车是被大铁门挤了吗？,2022-03-14
28,2954535,457833,且歌且行,没有自知之明就是沃尔沃最大的问题，你安全，别的车也没有不安全啊,2022-03-14
29,2954534,457833,且歌且行,新车评又来新人了,2022-03-14
30,2954529,317309,Flowershadow,买沃尔沃的还看指导价？直接问优惠有没有5万起,2022-03-14
31,2954527,312116,xincheping008,在中国 就是价格有点高了 但在中国人眼里 车又是个小车,2022-03-14
32,2954521,452115,洛威su,精致,2022-03-14
33,2954517,280551,一路懂你880,再便宜点呗,2022-03-14
34,2954516,391117,不够姣好的人,T3还可以吧,2022-03-14
35,2954513,52491,罗马假日,"沃尔沃小型车这块还得精进些<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-03-14
36,2954508,384254,安心至上主義者,总感觉缺乏那么一点设计感。换句话来说外形和内饰很国产。,2022-03-14
37,2954504,388365,1496535767230,不便宜 要30万 加五万直接上A6,2022-03-14
38,2954498,328366,龙皇雪人,"中国人喜欢大、长、豪华内饰！<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_17.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_17.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_17.png"" class=""xcp_face_img_0"" />",2022-03-14
39,2954497,328366,龙皇雪人,本来在“豪华”里面排位就靠后的沃尔沃，在中国大地不加长的话可能会举步维艰！,2022-03-14
40,2954494,39307,笑春风,没什么存在感。,2022-03-14
41,2954491,453331,阿勒泰在,可是国内没市场,2022-03-14
42,2954487,65080,坏到刚刚好,3缸就是垃圾，不接受任何辩驳，纯属个人意见！,2022-03-14
43,2954483,451075,Z0光头强,日本年度车？,2022-03-14
44,2954479,464284,秋意峰,特别期待中！,2022-03-14
45,2954478,464284,秋意峰,可以去看看,2022-03-14
46,2954472,320746,Zjob,本来车就不错,2022-03-14
47,2954466,81552,嘿，您好！,没那味,2022-03-13
48,2957828,367740,Zalive,优惠2W,2022-03-26
49,2956400,310660,huyanping,这车型怪怪的,2022-03-20
50,2956399,309407,herozxk,不咋好看,2022-03-20
51,2955106,72232,我是海狼,不知道有没有改进！！！,2022-03-16
52,2954655,471875,XCP徐志杭,这款B70S个人感觉完成度还是很高的，在它的价位上，还是有不少可圈可点的地方，只不过与此同时，能提升的地方也有不少，就看届时市场的表现了。,2022-03-14
53,2954344,12762,arexun,"长短还不一定呢<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_10.png"" class=""xcp_face_img_0"" />",2022-03-13
54,2954201,329172,1470656150436,座椅配色 姨妈红。。拉低颜值。。。,2022-03-12
55,2953907,388365,1496535767230,直接上2.0动力,2022-03-11
56,2953899,470486,XCP陈家诚,换壳CX4？,2022-03-11
57,2953875,328366,龙皇雪人,"奔腾的车大街上真是看不见几台……<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_17.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_17.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_17.png"" class=""xcp_face_img_0"" />",2022-03-11
58,2953867,391117,不够姣好的人,挺好看的,2022-03-11
59,2953863,52491,罗马假日,"集百家之长之产物<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-03-11
60,2953862,452115,洛威su,设计的挺好看,2022-03-11
61,2953838,81094,yyroma,不知道说啥好了,2022-03-11
62,2953836,425441,梦_3_3,奔腾CX-4看上去不错啊,2022-03-11
63,2953832,39307,笑春风,看起来是不错。,2022-03-11
64,2953829,72623,NACVT,"“言行不一致，容易扯着蛋""",2022-03-11
65,2953826,301035,开拖拉机的奥巴马,一汽自主太拉跨了,2022-03-11
66,2953825,301035,开拖拉机的奥巴马,就没见过几个人买奔腾的车,2022-03-11
67,2953822,453331,阿勒泰在,国产好车,2022-03-11
68,2953816,416830,小米2018,国产好样的！,2022-03-11
69,2953814,464284,秋意峰,价格怎么样,2022-03-11
70,2953813,464284,秋意峰,共同期待中！,2022-03-11
71,2953812,464284,秋意峰,特别期待中,2022-03-11
72,2953811,464284,秋意峰,感觉挺好的！,2022-03-11
73,2953810,464284,秋意峰,可以试驾体会一下！,2022-03-11
74,2953775,467398,新手新车新,大街上很拉风,2022-03-10
75,2953759,30208,翰墨南郭,轿跑车，注定就是不走量的小众车,2022-03-10
76,2953758,30208,翰墨南郭,发动机舱就够乱的了,2022-03-10
77,2953724,428652,北辰,看着不错,2022-03-10
78,2953722,453073,阿克琉斯,外形很拉风,2022-03-10
79,2953720,280551,一路懂你880,价格才是王道,2022-03-10
80,2953710,469414,k3kkcyadmnnr6g8h4m,有点欣赏不来。,2022-03-10
81,2953704,464651,六亿少女的梦,这个头灯 是不是有点太凯迪拉克了,2022-03-10
82,2953701,325912,啊啊啊水,可以,2022-03-10
83,2953700,137466,此时无车胜有车,有点欣赏不来。,2022-03-10
84,2953698,320670,相枯忘记,在我的印象里一直认为一汽奔腾的关注度挺高的，因为我看有不少年轻消费者都买了这个品牌的车子。,2022-03-10
85,2953696,320621,clilili全梦,看奔腾B70S的这个售价就感觉挺有诚意的，主要是价格亲民，十来万就可以入手。,2022-03-10
86,2953690,320400,我就是地我,我看后排空间也还行啊，基本能满足用户的需求就可以啦！,2022-03-10
87,2953689,320679,跨国晨董事,这款车在细节上的设计上有不少提升，实用性方面也挺强。,2022-03-10
88,2953688,320610,BanTang大萌纸,感觉奔腾B70S这款车是专为年轻人量身打造的呢，造型流畅而且还很动感，爱了。,2022-03-10
89,2953681,472768, 专攻,小编说的对，2.0T与1.5T差价不大，2.0T是首选,2022-03-10
90,2953680,472767,小爷很帅,丁是丁卯是卯，敢于尝试就好，我感觉奔腾B70s在这个价位性价比还是挺高的，不喜勿喷，纯属个人观点,2022-03-10
91,2953676,399762,我们_4_1,不是强，是强10倍。实体空调绝对好评。,2022-03-10
92,2953670,441351,高晓飞,很想知道剧本杀试驾是怎么玩的,2022-03-10
93,2953669,441351,高晓飞,颜值真的可以，国潮的感觉有了,2022-03-10
94,2953659,293422,northernmeteor,颜值挺高，就是品牌宣传不好，买车的时候都想不起来奔腾这个牌子,2022-03-10
95,2953650,320746,Zjob,这个内饰的配色...,2022-03-10
96,2953634,62636,每天4点送豆腐,颜值内饰都不错,2022-03-10
97,2953627,357917,canlankobe85,不错的选择,2022-03-10
98,2953626,357855,小号手0539,何乐而不为,2022-03-10
99,2953613,59472,诺亚方舟66,试一下呗,2022-03-10
100,2953609,322862,tangbohudianzan,有一说一,2022-03-10
101,2953608,297609,yyp170cmv587,只有我觉得这内饰设计比比亚迪中控那大屏强么？,2022-03-10
102,2953593,450676,车迷星乐,就是不知道用起来具体好不好,2022-03-10
103,2953592,450676,车迷星乐,价格挺不错,2022-03-10
104,2953590,384254,安心至上主義者,75分。,2022-03-10
105,2953589,384254,安心至上主義者,不挨着。,2022-03-10
106,2953586,78594,10000,zoom~zoom~,2022-03-10
107,2953581,44336,mjj0314,比亚迪要挖设计师了,2022-03-10
108,2953579,288908,您说的都对,boom~boom~,2022-03-10
109,2953793,310660,huyanping,不出个混动版？,2022-03-10
110,2953789,309407,herozxk,评价真好,2022-03-10
111,2953786,106841,猪宰天下,王者归来,2022-03-10
112,2953783,440138,笨笨de傻孩子,不错嘛,2022-03-10
113,2952261,72232,我是海狼,主打性价比，开始整点高端了！,2022-03-05
114,2951048,293422,northernmeteor,这就好比炒菜好不好吃要看厨艺水平，但是鸡鸭鱼肉先天就比萝卜白菜容易做好吃了。,2022-02-28
115,2950875,328366,龙皇雪人,"这个级别的suv竞争很惨烈！<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_19.png"" class=""xcp_face_img_0"" />",2022-02-28
116,2950744,292481,nasoul,还是要看调教水平，热效率什么的，不是说单纯的at就比双离合费油,2022-02-27
117,2950719,39307,笑春风,调教很重要。,2022-02-27
118,2950702,52491,罗马假日,静音性看来有待提升,2022-02-27
119,2950588,88542,justcone,吉利星越L：？？？？,2022-02-26
120,2950587,88542,justcone,激烈驾驶的情况下这台8at不见得比一线自主的双离合要更平顺。唯一的优势就是传说中的可靠性了吧~,2022-02-26
121,2950550,113936,刘思敏智深,不说了爱信？,2022-02-26
122,2950549,113936,刘思敏智深,长安在北方的营销太差劲，按说哈弗没啥比长安强的，但是在北方销量大太多。,2022-02-26
123,2950543,297609,yyp170cmv587,价格才是王道,2022-02-26
124,2950529,88170,songgz,"现在都不测0-100的加速了吗<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-02-26
125,2950526,295914,壹舞柒叁,长安真卖得好,2022-02-26
126,2950522,384254,安心至上主義者,对长安的设计无感。,2022-02-26
127,2950517,391117,不够姣好的人,继续热销,2022-02-26
128,2950512,452115,洛威su,竞争力又提升了,2022-02-26
129,2950509,280551,一路懂你880,价格才是王道,2022-02-26
130,2950502,453331,阿勒泰在,国产良心车,2022-02-26
131,2950498,464284,秋意峰,原来是这样啊,2022-02-26
132,2950497,464284,秋意峰,就是最好的,2022-02-26
133,2950496,464284,秋意峰,可以去看看,2022-02-26
134,2950474,453073,阿克琉斯,颜值非常好,2022-02-25
135,2950472,467398,新手新车新,长安厉害了,2022-02-25
136,2950467,328366,龙皇雪人,这个价格、级别，竞争太激烈！,2022-02-25
137,2950460,231820,uruz25,别家都玩混动了，你还在这8AT ,2022-02-25
138,2950432,320746,Zjob,这内饰配色...,2022-02-25
139,2950426,312116,xincheping008,性价比 好 优秀,2022-02-25
140,2950413,453737,Qin2019,试试看,2022-02-25
141,2950410,322862,tangbohudianzan,变速箱车啊,2022-02-25
142,2950400,110056,扮猪吃老鼠,"<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-02-25
143,2950390,325912,啊啊啊水,"太神奇了<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-02-25
144,2950387,272926,自由男神,不喜欢贯穿式尾灯,2022-02-25
145,2950383,471875,XCP徐志杭,"感觉销量又会再冲一波高峰<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-02-25
146,2950367,322346,至尊宝宝,哪家8AT？,2022-02-25
147,2950746,301035,开拖拉机的奥巴马,这个东西，一个人一个眼光！自己觉得好就行！,2022-02-27
148,2950664,472687,🎀LS-Anna🎀💝,我觉得很好看,2022-02-26
149,2950663,472687,🎀LS-Anna🎀💝,我没觉得，他的质感很好,2022-02-26
150,2945996,309407,herozxk,还有贵,2022-01-28
151,2945611,247890,x笨熊x,是不是只有我这么认为，侧面线条生硬、前悬比例失调，总觉得 难看。,2022-01-27
152,2945524,72232,我是海狼,凌志！！！看看就好！,2022-01-27
153,2944861,310660,huyanping,感觉没变化,2022-01-24
154,2944815,78594,10000,咋不换代CT？就不能来个全新紧凑轿车么,2022-01-24
155,2944734,472268,碎片,要不就用车标,2022-01-24
156,2944733,472268,碎片,这个车主要还是太贵了,2022-01-24
157,2944732,472268,碎片,"那可是汉兰达换壳<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-01-24
158,2944682,457833,且歌且行,这个车的主要缺点就是太贵，卖26万的价格早就抢了,2022-01-24
159,2944680,457833,且歌且行,丰田混动系统的发动机声音是个很大的问题，前排非常明显，后排却又一点听不到，看来丰田是走奔驰的路，坐丰田，不是开丰田,2022-01-24
160,2944502,6129,传说中的维托,人家凌志品牌对标奔驰宝马奥迪，除了动力弱点，这价钱真不贵,2022-01-23
161,2944066,240700,xwlkobe,太小了这车,2022-01-21
162,2944014,471875,XCP徐志杭,新一代的NX内饰有点辣眼，但感觉新车的驾驶质感还可以的,2022-01-21
163,2943990,83362,Petrolhead,NX是连骨灰日吹都嫌弃的一款车，但结果还卖还挺好,2022-01-21
164,2943860,395550,灰灰_3_1,精装修的前驱车<br>我看了后门门板 那质感 咳咳 真的感人,2022-01-20
165,2943830,443991,铭,整不明白理想one配那么垃圾的1.2T增程器，也卖34w,2022-01-20
166,2943804,470486,XCP陈家诚,NX是凌志唯一有优惠的车,2022-01-20
167,2943794,6012,penny,尾灯下面那排字母第一眼看去以为是MAXUS，对，就是上汽大通,2022-01-20
168,2943781,62814,西瓜爱车车,别忘了有7500刀联邦退税，还不算某些州的额外退税。,2022-01-20
169,2943756,11258,ultramz,rav4p国内官网标的加速是用来搞笑的，实际四驱5.9秒，两驱网友不吊转速测的是7.2秒。,2022-01-20
170,2943733,457196,好好先生_3_2,LEXUS,2022-01-20
171,2943729,456328,h好好先生,车尾为什么用英文呢,2022-01-20
172,2943716,466876,fahgqs7n6heq8p5qsd,好看,2022-01-20
173,2943708,282332,查拉图斯特拉,其实严格来说，这套2.5THS在NX上也有个PHEV的450h+，规格基本和RAV4P一样的，但是0-60mph官网标到6.0s，相对来说RAV4P的0-100要7.4s肯定是慢了(我猜主要是行走部分的差距)。<br>当然那个450h+的价格应该也是不打算卖的，起步盛惠$56k，同价格可买X3 M40i...😂,2022-01-20
174,2943704,120274,enician,除了抱养来的别摸我supra之外，真·最速丰田。,2022-01-20
175,2943700,255851,Freedom_cgy,一般就叫做符合定位,2022-01-20
176,2943698,450676,车迷星乐,电子车门开关还不错,2022-01-20
177,2943686,11258,ultramz,毕竟雷车嘛，更匪夷所思的是一丰用凌放号称中型suv去对标冠道...,2022-01-20
178,2943683,288527,zyon,偷油塔这一堆差不多平台和动力总成的SUV里，不管怎么看都还是4驱国产插混rav4最好。从机械规格来说，这才是偷油塔SUV最top的存在,2022-01-20
179,2943680,391117,不够姣好的人,质感一般,2022-01-20
180,2943675,452115,洛威su,一般,2022-01-20
181,2943673,52491,罗马假日,"售价的确很锋利<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-01-20
182,2943662,301035,开拖拉机的奥巴马,这外观、内饰都是不如10万中国品牌好看！,2022-01-20
183,2943660,301035,开拖拉机的奥巴马,这破车就20万,2022-01-20
184,2943650,39307,笑春风,价格太贵。,2022-01-20
185,2943648,328366,龙皇雪人,"轴距这么短的中型suv不多见……<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_11.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_11.png"" class=""xcp_face_img_0"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_11.png"" class=""xcp_face_img_0"" />",2022-01-20
186,2943647,328366,龙皇雪人,性价比真不高！,2022-01-20
187,2943644,384254,安心至上主義者,丰田和雷克萨斯。,2022-01-20
188,2943641,280551,一路懂你880,价格才是王道,2022-01-20
189,2943640,297609,yyp170cmv587,这内饰，和豪华有关么,2022-01-20
190,2943638,464284,秋意峰,这就是幸福的时刻！,2022-01-20
191,2943637,464284,秋意峰,期待结果！,2022-01-20
192,2943636,464284,秋意峰,特别喜欢这样的,2022-01-20
193,2943635,464284,秋意峰,可以去看看,2022-01-20
194,2943631,451075,Z0光头强,哈哈,2022-01-20
195,2943619,457196,好好先生_3_2,"广东最爱<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_13.png"" class=""xcp_face_img_0"" />",2022-01-20
196,2943617,450676,车迷星乐,不错,2022-01-19
197,2943610,81552,嘿，您好！,底盘怎样了？,2022-01-19
198,2943605,466875,元元2014,可以啊,2022-01-19
199,2943602,440338,夜之魔心,真不错,2022-01-19
200,2943595,428652,北辰,不错哦,2022-01-19
201,2943592,467398,新手新车新,雷克萨斯2021年销量不行了,2022-01-19
202,2943561,112258,八八易燃易爆炸,这个车，实车也是真的丑。,2022-01-19
203,2943559,58511,摧枯拉朽,这居然是换代，不可思议.仿佛回到了2019年,2022-01-19
204,2943530,453737,Qin2019,简约不简单,2022-01-19
205,2943529,61283,晓莱,强行高端,2022-01-19
206,2943525,375374,XCP陈列,来自车主的震努,2022-01-19
207,2943519,62636,每天4点送豆腐,贯穿式尾灯双联屏恶俗流行,2022-01-19
208,2943509,82010,zhangjunhong,看看上一代销量，后期和GT成为雷克萨斯为数不多的降价销售的车。,2022-01-19
209,2943507,82010,zhangjunhong,这一代不知道，上一代NX的行驶质感太差了，底盘细碎震动多，噪音大，没有豪华品牌车的感觉。,2022-01-19
210,2943503,312116,xincheping008,雷克萨斯外观 基本没变 ,2022-01-19
211,2943497,81094,yyroma,"有本事加价卖<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://p.xincheping.com/emotion/cpr_001_0030.gif"" class=""xcp_face_img_2"" /><img src=""https://p.xincheping.com/emotion/cpr_001_0031.gif"" class=""xcp_face_img_2"" />",2022-01-19
212,2943496,81094,yyroma,"唯二不加价的雷克萨斯<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-01-19
213,2943494,11258,ultramz,动力总成是不一样的...,2022-01-19
214,2943493,251175,38号日系完美控,在大陆比较奇葩的消费环境下，新NX可能干不过GLC，但是干翻X3和Q5L是完全没有问题的，毕竟产品力和产品设计在那里，而且相对于宝马和奥迪，对于大陆年轻群体和高端知识分子（有文化有品位的群体），Lexus的号召力要高很多。,2022-01-19
215,2943491,455377,XCP叶俊杰,"雷克萨斯的价格从来没让人失望<img src=""https://p.xincheping.com/emotion/cpr_001_0030.gif"" class=""xcp_face_img_2"" />",2022-01-19
216,2943490,46619,胡萝卜+大棒,这车除了外观比较特别以外，其他方面一无是处。一样的动力总成，能搞出这么多花样，除了丰田没别人了。有凌放在要这车何用？而且又这么贵，妥妥一信仰车,2022-01-19
217,2943485,443682,XCP陈坚立,雷克萨斯真是敢卖啊，荣放精装修卖贵十几万起步就算了，最精髓的马克莱文森竟然要顶配才有，好歹中配放一套阉割马克也行啊,2022-01-19
218,2943477,282332,查拉图斯特拉,那可留的太多了...要说L标不和牛头标的比也可以，但是同个展厅大得多的ES300h也几乎和NX一样价格那怎么卖，况且ES自己本来走量也不是靠300h那个价位了...,2022-01-19
219,2943475,320746,Zjob,动感？,2022-01-19
220,2943469,11258,ultramz,动力强啊,2022-01-19
221,2943468,11258,ultramz,汉兰达那个可不止是偏大，而是巨响的评价哦,2022-01-19
222,2943462,469414,k3kkcyadmnnr6g8h4m,内外丑，价死贵,2022-01-19
223,2943459,1528,Nbblue,丰田这几年真的飘，和当年的大众一样了,2022-01-19
224,2943458,62814,西瓜爱车车,跟凌放比，核心优势在哪里呢？除了进口豪华光环和内饰做工以外？,2022-01-19
225,2943454,469383,kgwiiwwnnsife1lmnu,内外丑，价死贵,2022-01-19
226,2943445,110056,扮猪吃老鼠,"<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-01-19
227,2943442,293422,northernmeteor,文章里不是已经说了，发动机噪音偏大，相比BBA声音颗粒感也比较大。,2022-01-19
228,2943431,322860,喜欢高达的柯南,说不定预留着凌志店里少有有优惠的那部分呢,2022-01-19
229,2943422,272926,自由男神,内外丑、价死贵,2022-01-19
230,2943407,56303,移公愚山,"丰田系的车本来配置就算不上丰富，更别说高级了。<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" /><img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2022-01-19
231,2943405,11258,ultramz,这套ths是汉兰达上的那套，跟荣放凌放动力方面差别还算蛮大的。<br>问题来了，发动机会不会好像汉兰达上那样吵？,2022-01-19
232,2943404,463293,kids432,"具体得看4S的终端价格。毕竟雷车也算是喜欢的真喜欢，不喜欢的有一万个理由不喜欢。但是，4S加价是真的不能接受。而且还特别吊。<img src=""https://res.xincheping.com/images/2017/pl/emoji/expression_27.png"" class=""xcp_face_img_0"" />",2022-01-19
233,2943402,428237,郭家俊,有一说一~高低配差别不大，算良心了,2022-01-19
234,2943398,464596,不会取名字,最大的缺点是穷。,2022-01-19
235,2940373,463747,DEBUG2016,不懂就问，200万买宾利不好吗？,2022-01-08
236,2940372,463747,DEBUG2016,d级市场上便宜的王者吧,2022-01-08
237,2932739,453639,水晶_3_1,这个氛围灯不好看,2021-12-13
238,2932374,309407,herozxk,优秀啊,2021-12-12
239,2932014,72232,我是海狼,嘉慧这张有样！！！,2021-12-11
240,2931925,310660,huyanping,口水一下,2021-12-10
241,2931810,463203,帅帅小王爷,看看迈巴赫还能进化成什么样,2021-12-10
242,2931719,470486,XCP陈家诚,刚坐过W222，觉得这一代的后排空间反而小了,2021-12-10
243,2931620,39307,笑春风,豪华，高端人士的选择。,2021-12-10
244,2931618,328366,龙皇雪人,漂亮！！,2021-12-10
245,2931614,52491,罗马假日,"还差一个司机，找到后请到公交站台接我<img src=""https://res.xincheping.com/images/2017/pl/emoji/g0010.gif"" class=""xcp_face_img_2"" />",2021-12-10
246,2931608,280551,一路懂你880,看看吧,2021-12-10
247,2931604,451075,Z0光头强,天之骄子,2021-12-10
248,2931603,464284,秋意峰,可以去看看！,2021-12-10
249,2931602,464284,秋意峰,太漂亮了,2021-12-10
250,2931582,65080,坏到刚刚好,"啥也没看出来啊。我就喜欢大长腿<img src=""https://p.xincheping.com/201710/b7/dim23x23_9fa1f72f68447b8b2514639f3fd997.png"" class=""xcp_face_img_0"" />",2021-12-09
251,2931577,67888,奔驰滴蜗牛,好是好没人买，都新能源时代了。,2021-12-09
252,2931575,77471,lanir,所以，小编的意思是W223中期改款会换混动？车体结构已经预设好了？,2021-12-09
253,2931574,77471,lanir,请放高清大图，记得给摄影师加鸡腿！,2021-12-09
254,2931565,64060,馍馍,印象越来越差,2021-12-09
255,2931562,466875,元元2014,我就看看，反正买不起,2021-12-09
256,2931561,466876,fahgqs7n6heq8p5qsd,依然是天花板,2021-12-09
257,2931556,440338,夜之魔心,这内饰也是紧跟潮流,2021-12-09
258,2931525,107259,暗黑战士,外观是历代奔驰中最丑的，一年多了，观点没变,2021-12-09
259,2931509,84691,hansonsky,电子化的奔驰！,2021-12-09
260,2931496,293422,northernmeteor,中控大竖屏的车很多，但不得不说还是奔驰的设计好看，起码大竖屏不突兀。,2021-12-09
261,2931493,292481,nasoul,6缸的车方向盘还有震动，新车评车友的四缸车都没有震动,2021-12-09
262,2931481,471875,XCP徐志杭,实车看还可以,2021-12-09
263,2931474,86820,杀人放火,我还是觉得这一代的奔驰是最丑的,2021-12-09
264,2931472,428237,郭家俊,天选之女,2021-12-09
265,2931463,428652,北辰,下一代上电动S,2021-12-09
266,2931459,469414,k3kkcyadmnnr6g8h4m,大奔啊。,2021-12-09
267,2931450,243029,爱生活爱车,哦,2021-12-09
268,2931446,62215,HUan,这前脸…,2021-12-09
269,2931442,977,jeffrey(jeffreycyl),好车，从不坑穷人,2021-12-09
270,2931439,81552,嘿，您好！,这个前脸和屁股比上一代年轻好多，也少了点霸气,2021-12-09
271,2931437,82324,wyoiu,V6都敢叫500了，上了V8是不是叫S800L,2021-12-09
272,2931426,469383,kgwiiwwnnsife1lmnu,大奔啊,2021-12-09
273,2931408,110056,扮猪吃老鼠,"<img src=""https://p.xincheping.com/emotion/cpr_001_0020.gif"" class=""xcp_face_img_2"" /><img src=""https://p.xincheping.com/emotion/cpr_001_0020.gif"" class=""xcp_face_img_2"" />",2021-12-09
274,2931403,454689,小小毛_3_1,大奔啊,2021-12-09
275,2931401,255587,Ree.,W223就像这代A6，上一代太成功，这一代很难超越,2021-12-09
276,2931392,453737,Qin2019,怎么赞美都不为过,2021-12-09
277,2931387,81094,yyroma,尾灯还好点 前脸真的不够霸气啊,2021-12-09
