,id,user_id,content,ding,cai,create_time,update_time
57,5338,11064,喜欢,0,0,2021-08-25 09:26:59,2021-08-25 09:26:59
58,5331,11075,雪佛兰的畅巡在续航能力上确实非常出众，再结合非常高的性价比值得入手一台。,0,0,2021-07-30 16:06:06,2021-07-30 16:06:06
59,5330,11078,雪佛兰畅饮这款车，去年一经上市，我就爱上了这款车了，外观和内饰都超级给力，关键性价比还超级高，还是合资车，品质有保证，马上准备入手了。,0,0,2021-07-30 13:12:34,2021-07-30 13:12:34
60,5329,11078,雪佛兰畅饮这款车，去年一经上市，我就爱上了这款车了，外观和内饰都超级给力，关键性价比还超级高，还是合资车，品质有保证，马上准备入手了。,0,0,2021-07-30 13:12:29,2021-07-30 13:12:29
61,5328,11078,雪佛兰畅饮这款车，去年一经上市，我就爱上了这款车了，外观和内饰都超级给力，关键性价比还超级高，还是合资车，品质有保证，马上准备入手了。,0,0,2021-07-30 13:11:44,2021-07-30 13:11:44
62,5326,11078,畅饮这款车从去年上市我就开始关注了，外观像跨界车，内饰设计得很大气，跑起来胎噪也非常小，关键性价比非常高，真的很赞呀！,0,0,2021-07-30 13:03:41,2021-07-30 13:03:41
63,5325,11077,新能源汽车一定是全球大趋势，作为一辆15万元左右的新能源车，雪佛兰畅巡是个不错的选择，毕竟是比较成熟的合资品牌，而且外观时尚动感，内在智能科技，非常不错。,0,0,2021-07-30 12:46:08,2021-07-30 12:46:08
64,5324,11077,新能源汽车一定是全球大趋势，作为一辆15万元左右的新能源车，雪佛兰畅巡是个不错的选择，毕竟是比较成熟的合资品牌，而且外观时尚动感，内在智能科技，非常不错。,0,0,2021-07-30 12:44:28,2021-07-30 12:44:28
65,5323,11077,新能源汽车一定是全球大趋势，作为一辆15万元左右的新能源车，雪佛兰畅巡是个不错的选择，毕竟是比较成熟的合资品牌，而且外观时尚动感，内在智能科技，非常不错。,0,0,2021-07-30 12:42:29,2021-07-30 12:42:29
66,5322,11077,新能源汽车一定是全球大趋势，作为一辆15万元左右的新能源车，雪佛兰畅巡是个不错的选择，毕竟是比较成熟的合资品牌，而且外观时尚动感，内在智能科技，非常不错。,0,0,2021-07-30 12:42:01,2021-07-30 12:42:01
67,5321,11077,新能源汽车一定是全球大趋势，作为一辆15万元左右的新能源车，雪佛兰畅巡是个不错的选择，毕竟是比较成熟的合资品牌，而且外观时尚动感，内在智能科技，非常不错。,0,0,2021-07-30 12:41:47,2021-07-30 12:41:47
68,5320,11076,雪佛兰畅巡作为雪佛兰家族中的第一台新能源车型，价格定在了15万左右，这个价格在加上畅巡的外观与内饰配置。再加上410km的续航里程。这个价格可以说是很值得购入的合资车型。,0,0,2021-07-30 12:41:03,2021-07-30 12:41:03
69,5319,11076,雪佛兰畅巡作为雪佛兰家族中的第一台新能源车型，价格定在了15万左右，这个价格在加上畅巡的外观与内饰配置。再加上410km的续航里程。这个价格可以说是很值得购入的合资车型。,0,0,2021-07-30 12:39:55,2021-07-30 12:39:55
70,5318,11075,雪佛兰的畅巡在续航能力上确实非常出众，再结合非常高的性价比值得入手一台。,0,0,2021-07-30 12:05:00,2021-07-30 12:05:00
71,5317,11075,雪佛兰的畅巡在续航能力上确实非常出众，再结合非常高的性价比值得入手一台。,0,0,2021-07-30 12:04:05,2021-07-30 12:04:05
72,5316,11075,雪佛兰的畅巡在续航能力上确实非常出众，再结合非常高的性价比值得入手一台。,0,0,2021-07-30 12:03:56,2021-07-30 12:03:56
73,5327,11078,雪佛兰畅饮这款车，去年一经上市，我就爱上了这款车了，外观和内饰都超级给力，关键性价比还超级高，还是合资车，品质有保证，马上准备入手了。,0,0,2021-07-30 13:10:05,2021-07-30 13:10:05
74,5315,10541,“Md3三年使用保质量90%”，造谣还是你行,0,0,2021-07-27 10:11:45,2021-07-27 10:11:45
75,5306,8101,不错！,0,0,2021-07-21 23:43:06,2021-07-21 23:43:06
76,5305,8133,车内饰挺不错的，8.98-13.18万价格实惠,0,0,2021-07-21 22:42:03,2021-07-21 22:42:03
77,5304,7989,传祺的车子品质一直都很好，新款GS4更是优秀,0,0,2021-07-21 22:38:13,2021-07-21 22:38:13
78,5303,7988,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 22:35:49,2021-07-21 22:35:49
79,5302,8106,车是什么样的风格主人就是什么样的性格，这车适合小青年，价格也适合,0,0,2021-07-21 22:34:19,2021-07-21 22:34:19
80,5301,8048,这车的蓝色的你们去看看，很好看，看价格也还行,0,0,2021-07-21 22:31:00,2021-07-21 22:31:00
81,5300,7960,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 22:25:58,2021-07-21 22:25:58
82,5299,8101,价格也还行,0,0,2021-07-21 21:54:26,2021-07-21 21:54:26
83,5298,8101,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 21:54:19,2021-07-21 21:54:19
84,5297,8101,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 21:54:04,2021-07-21 21:54:04
85,5296,8047,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 21:51:44,2021-07-21 21:51:44
86,5295,8112,车内饰挺不错的，8.98-13.18万价格实惠,0,0,2021-07-21 21:46:32,2021-07-21 21:46:32
87,5294,7980,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 21:41:54,2021-07-21 21:41:54
88,5293,7987,车是什么样的风格主人就是什么样的性格，这车适合小青年，价格也适合,0,0,2021-07-21 21:38:23,2021-07-21 21:38:23
89,5292,8059,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 21:30:54,2021-07-21 21:30:54
90,5291,8057,车是什么样的风格主人就是什么样的性格，这车适合小青年，价格也适合,0,0,2021-07-21 18:22:56,2021-07-21 18:22:56
91,5290,7959,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 18:22:40,2021-07-21 18:22:40
92,5289,8073,车内饰挺不错的，8.98-13.18万价格实惠,0,0,2021-07-21 18:20:46,2021-07-21 18:20:46
93,5288,7958,车是什么样的风格主人就是什么样的性格，这车适合小青年，价格也适合,0,0,2021-07-21 18:12:36,2021-07-21 18:12:36
94,5287,8072,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 18:12:15,2021-07-21 18:12:15
95,5286,7956,对于国产车来说它中规中矩，还是好接受的，价格也还行,0,0,2021-07-21 18:02:35,2021-07-21 18:02:35
96,5270,11061,还行吧看起来,0,0,2021-07-07 14:35:29,2021-07-07 14:35:29
97,5268,11061,还行吧看起来,0,0,2021-07-07 14:35:28,2021-07-07 14:35:28
98,5269,11061,还行吧看起来,0,0,2021-07-07 14:35:28,2021-07-07 14:35:28
99,5267,11061,还行吧看起来,0,0,2021-07-07 14:35:25,2021-07-07 14:35:25
100,5266,11061,不错,0,0,2021-07-07 14:35:13,2021-07-07 14:35:13
101,5265,11060,写得很有启发性,0,0,2021-07-06 15:48:29,2021-07-06 15:48:29
102,5264,11060,写得很有启发性 可以看出作者对苹果和汽车的深刻理解,0,0,2021-07-06 15:48:17,2021-07-06 15:48:17
103,5263,11060,写得很有启发性！可以看出作者对苹果和汽车的深刻理解,0,0,2021-07-06 15:48:14,2021-07-06 15:48:14
104,5262,11060,写得很有启发性～可以看出作者对苹果和汽车的深刻理解,0,0,2021-07-06 15:48:08,2021-07-06 15:48:08
105,5275,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
106,5276,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
107,5277,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
108,5278,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
109,5279,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:26,2021-07-12 14:37:26
110,5274,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:25,2021-07-12 14:37:25
111,5273,11064,为啥上险数17万 销售量17万八,0,0,2021-07-12 14:37:24,2021-07-12 14:37:24
112,5272,11064,为什么上险数17万多点但是销售量高于上险数,0,0,2021-07-12 14:35:59,2021-07-12 14:35:59
113,5271,11064,为什么上险数17万多点但是销售量高于上险数,0,0,2021-07-12 14:35:36,2021-07-12 14:35:36
114,5257,11055,为什么不能评论,0,0,2021-06-18 16:54:45,2021-06-18 16:54:45
115,5256,11055,女人总骂男人直男，不懂浪漫。其实男人都是较含蓄的，但不代表他们没有情感，更不是不懂浪漫。也许是因为你不配！因为在他心里，车子能给予他更多。<br/><br/>你对女人有什么误解,0,0,2021-06-18 16:54:37,2021-06-18 16:54:37
116,5255,11055,说车就说车，不要总是拉上女人，女人没那么多时间来关注你们男人～,0,0,2021-06-18 16:53:57,2021-06-18 16:53:57
117,5254,11055,说车就说车，不要总是拉上女人，女人没那么多时间来关注你们男人～,0,0,2021-06-18 16:53:55,2021-06-18 16:53:55
118,5253,11055,说车就说车，不要总是拉上女人，女人没那么多时间来关注你们男人～,0,0,2021-06-18 16:53:52,2021-06-18 16:53:52
119,5252,10541,垃·圾玩意，真能吹。去看看欧洲高端电动车销量，一目了然,0,0,2021-06-10 15:37:10,2021-06-10 15:37:10
120,5251,10541,垃 圾玩意，真能吹。去看看欧洲高端电动车销量，一目了然,0,0,2021-06-10 15:37:07,2021-06-10 15:37:07
121,5250,10541,辣鸡玩意，真能吹。去看看欧洲高端电动车销量，一目了然,0,0,2021-06-10 15:37:01,2021-06-10 15:37:01
122,5249,10541,辣鸡玩意，真能吹。去看看欧洲高端电动车销量，一目了然,0,0,2021-06-10 15:36:41,2021-06-10 15:36:41
123,5282,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:16,2021-07-12 14:38:16
124,5283,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:16,2021-07-12 14:38:16
125,5284,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:16,2021-07-12 14:38:16
126,5285,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:16,2021-07-12 14:38:16
127,5281,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:15,2021-07-12 14:38:15
128,5280,11064,这个是四月份的还是三月份的是打错了吗  ，第二段,0,0,2021-07-12 14:38:12,2021-07-12 14:38:12
129,5235,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,1,0,2021-06-01 10:16:02,2021-06-01 10:16:02
130,5236,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:16:02,2021-06-01 10:16:02
131,5237,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:16:02,2021-06-01 10:16:02
132,5234,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:16:01,2021-06-01 10:16:01
133,5233,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:16:00,2021-06-01 10:16:00
134,5232,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:15:31,2021-06-01 10:15:31
135,5231,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:15:30,2021-06-01 10:15:30
136,5230,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:15:20,2021-06-01 10:15:20
137,5229,11047,没有任何厂家宣称领航辅助驾驶是L3.不要发布有误导性的文章.<br/>不了解的话去读一下SAE J3016或 国标汽车自动化分级.<br/>或者去咨询一下全国汽车标准委员会或相关专家.,0,0,2021-06-01 10:15:18,2021-06-01 10:15:18
138,5228,10541,？,0,0,2021-05-08 00:16:40,2021-05-08 00:16:40
139,5227,10541,特斯拉——一家骨子里瞧不起国人的公司——代表不了智能汽车,0,0,2021-05-08 00:16:30,2021-05-08 00:16:30
140,5226,10541,特斯拉，一家骨子里瞧不起国人的公司，代表不了智能汽车,0,0,2021-05-08 00:15:56,2021-05-08 00:15:56
141,5259,10541,垃圾,0,0,2021-07-04 18:44:28,2021-07-04 18:44:28
142,5258,10541,垃圾,0,0,2021-07-04 18:44:21,2021-07-04 18:44:21
143,5217,11025,暂时风光，如若继续傲慢，不直视和解决本质存在的致命问题，这些问题会被一层一层揭露，直至普通消费者都可理解，至少在中国，总有一天会跌下神坛。,0,0,2021-04-27 15:43:44,2021-04-27 15:43:44
144,5216,11025,暂时风光，如若继续傲慢，不直视和解决本质存在的致命问题，这些问题会被一层一层揭露，直至普通消费者都可理解，至少在中国，总有一天会跌下神坛。,0,0,2021-04-27 15:43:35,2021-04-27 15:43:35
145,5220,10841,新法式，新标致,0,0,2021-04-28 11:42:25,2021-04-28 11:42:25
146,5219,10841,新法式，新标致,0,0,2021-04-28 11:42:19,2021-04-28 11:42:19
147,5214,11008,内饰看着很有科技感。,0,0,2021-04-14 15:01:33,2021-04-14 15:01:33
148,5213,11008,内饰看着很有科技感,0,0,2021-04-14 15:01:27,2021-04-14 15:01:27
149,5212,11008,内饰看着很有科技感。,0,0,2021-04-14 15:01:21,2021-04-14 15:01:21
150,5215,11008,内饰看着很有科技感。,0,0,2021-04-14 15:01:54,2021-04-14 15:01:54
151,5205,11007,看着图片，离地间隙好像还可以，感觉可以跑跑户外,0,0,2021-04-10 10:51:56,2021-04-10 10:51:56
152,5204,8101,看着图片，离地间隙好像还可以，感觉可以跑跑户外,0,0,2021-04-08 23:00:23,2021-04-08 23:00:23
153,5203,8010,这个车漆有质感，颜色换成白的更好,0,0,2021-04-08 22:24:26,2021-04-08 22:24:26
154,5202,8092,前脸看着质感还不错,0,0,2021-04-08 22:24:21,2021-04-08 22:24:21
155,5201,8098,后悔买早了，要知道有个6座就去看车了,0,0,2021-04-08 22:22:48,2021-04-08 22:22:48
156,5200,7986,喜欢尾灯，贯穿式走心,0,0,2021-04-08 22:22:00,2021-04-08 22:22:00
157,5199,8101,看着图片，离地间隙好像还可以，感觉可以跑跑户外,0,0,2021-04-08 22:21:46,2021-04-08 22:21:46
158,5198,8061,这个车漆有质感，颜色换成白的更好,0,0,2021-04-08 19:35:07,2021-04-08 19:35:07
159,5197,8008,前脸看着质感还不错,0,0,2021-04-08 19:34:22,2021-04-08 19:34:22
160,5196,7951,后悔买早了，要知道有个6座就去看车了,0,0,2021-04-08 19:32:46,2021-04-08 19:32:46
161,5195,8100,喜欢尾灯，贯穿式走心,0,0,2021-04-08 19:31:31,2021-04-08 19:31:31
162,5194,7950,看着图片，离地间隙好像还可以，感觉可以跑跑户外,0,0,2021-04-08 19:30:58,2021-04-08 19:30:58
163,5193,11006,面子里子都有…,0,0,2021-04-08 18:42:18,2021-04-08 18:42:18
164,5192,11006,领裕配置给的还是蛮实在的…,0,0,2021-04-08 18:41:42,2021-04-08 18:41:42
165,5191,11006,领裕配置还是给的蛮实在的。,0,0,2021-04-08 18:40:24,2021-04-08 18:40:24
166,5190,11006,领裕配置给的还是蛮实在的。,0,0,2021-04-08 18:30:57,2021-04-08 18:30:57
167,5189,11006,领裕配置给的还是蛮实在的,0,0,2021-04-08 18:30:39,2021-04-08 18:30:39
168,5208,11007,这个款式我非常喜欢,0,0,2021-04-10 10:53:29,2021-04-10 10:53:29
169,5207,11007,这个款式我非常喜欢,0,0,2021-04-10 10:53:23,2021-04-10 10:53:23
170,5206,11007,有型,0,0,2021-04-10 10:53:07,2021-04-10 10:53:07
171,5211,11009,丑,0,0,2021-04-14 14:48:54,2021-04-14 14:48:54
172,5210,11009,太丑了，除了轮毂,0,0,2021-04-14 14:48:28,2021-04-14 14:48:28
173,5209,11009,太丑了，除了轮毂,0,0,2021-04-14 14:48:25,2021-04-14 14:48:25
174,5180,7949,这是三元锂电池，这也是一个突破，给消费者多一个选择,0,0,2021-04-01 17:04:56,2021-04-01 17:04:56
175,5179,7949,不错,0,0,2021-04-01 17:04:49,2021-04-01 17:04:49
